method	path	tier	families	category	summary	where
PUT	/ISAPI/Image/channels/{channelID}/EPTZ/mode	reference	deepinview	Video (General)	Set parameters of switching the e-PTZ mode for a specified channel	deepinview:19.2.5.17@p301
GET	/ISAPI/Image/channels/{channelID}/EPTZ/mode/capabilities	reference	deepinview	Video (General)	Get the capability of switching e-PTZ mode	deepinview:19.2.5.15@p299
GET	/ISAPI/Image/channels/{channelID}/HLC	reference	deepinview,ipc-value	Video (General)	Get the highlight compensation (in auto mode) parameters of a specified channel	deepinview:19.2.1.7@p237;ipc-value:8.2.1.7@p104
PUT	/ISAPI/Image/channels/{channelID}/HLC	reference	deepinview,ipc-value	Video (General)	Set the highlight compensation (in auto mode) parameters of a specified channel	deepinview:19.2.1.8@p238;ipc-value:8.2.1.8@p105
GET	/ISAPI/Image/channels/{channelID}/ISPMode	reference	deepinview,ipc-value	Video (General)	Get the ISP mode of a specific channel	deepinview:19.2.7.2@p329;ipc-value:8.2.6.2@p149
PUT	/ISAPI/Image/channels/{channelID}/ISPMode	reference	deepinview,ipc-value	Video (General)	Set the day/night mode parameters of a specific channel	deepinview:19.2.7.1@p328;ipc-value:8.2.6.1@p148
GET	/ISAPI/Image/channels/{channelID}/IrcutFilter	reference	ipc-value	Video (General)	Get day/night auto switch parameters of a specific channel	ipc-value:8.2.4.13@p132
PUT	/ISAPI/Image/channels/{channelID}/IrcutFilter	reference	ipc-value	Video (General)	Set day/night auto switch parameters of a specific channel	ipc-value:8.2.4.14@p133
GET	/ISAPI/Image/channels/{channelID}/NoiseReduce2D	reference	anpr	Video (General)	Get 2D noise reduction parameters of a specific channel	anpr:12.2.6.10@p173
PUT	/ISAPI/Image/channels/{channelID}/NoiseReduce2D	reference	anpr	Video (General)	Set the 2D noise reduction parameters of a specific channel	anpr:12.2.6.9@p173
GET	/ISAPI/Image/channels/{channelID}/WDR	reference	deepinview,ipc-value	Video (General)	Get the WDR (Wide Dynamic Range) parameters in auto mode of a specific channel	deepinview:19.2.1.10@p239;ipc-value:8.2.1.10@p106
PUT	/ISAPI/Image/channels/{channelID}/WDR	reference	deepinview,ipc-value	Video (General)	Set the wide dynamic range (WDR) parameters in auto mode of a specified channel	deepinview:19.2.1.9@p238;ipc-value:8.2.1.9@p105
GET	/ISAPI/Image/channels/{channelID}/brightEnhance	reference	anpr	Video (General)	Get the brightness enhancement parameters of a specific channel	anpr:12.2.5.3@p152
PUT	/ISAPI/Image/channels/{channelID}/brightEnhance	reference	anpr	Video (General)	Set the brightness enhancement parameters for a specified channel	anpr:12.2.5.2@p152
GET	/ISAPI/Image/channels/{channelID}/capabilities	reference	anpr,deepinview,dvr-value,ipc-value	Video (General)	Get image configuration capability of a specific channel	anpr:12.2.5.4@p153;deepinview:19.2.5.4@p274;dvr-value:12.2.1.4@p147;ipc-value:8.2.4.4@p119
GET	/ISAPI/Image/channels/{channelID}/color	reference	anpr,deepinview,ipc-value	Video (General)	Get the image adjustment parameters in auto mode of a specific channel	anpr:12.2.5.6@p156;deepinview:19.2.5.6@p278;ipc-value:8.2.4.6@p122
PUT	/ISAPI/Image/channels/{channelID}/color	reference	anpr,deepinview,ipc-value	Video (General)	Set the image adjustment parameters in auto mode of a specific channel	anpr:12.2.5.5@p155;deepinview:19.2.5.5@p278;ipc-value:8.2.4.5@p121
GET	/ISAPI/Image/channels/{channelID}/common	reference	deepinview,ipc-value	Video (General)	Get the image general mode parameters of a specified channel	deepinview:19.2.5.8@p285;ipc-value:8.2.4.8@p124
PUT	/ISAPI/Image/channels/{channelID}/common	reference	deepinview,ipc-value	Video (General)	Set the image general mode parameters of a specified channel	deepinview:19.2.5.7@p279;ipc-value:8.2.4.7@p123
GET	/ISAPI/Image/channels/{channelID}/common/capabilities	reference	deepinview,ipc-value	Video (General)	Get the capability of configuring image general mode parameters	deepinview:19.2.5.9@p286;ipc-value:8.2.4.9@p125
GET	/ISAPI/Image/channels/{channelID}/day	reference	deepinview,ipc-value	Video (General)	Get the day mode of a specified channel	deepinview:19.2.5.10@p289;ipc-value:8.2.4.10@p126
PUT	/ISAPI/Image/channels/{channelID}/day	reference	deepinview,ipc-value	Video (General)	Set the day mode of a specified channel	deepinview:19.2.5.11@p290;ipc-value:8.2.4.11@p128
GET	/ISAPI/Image/channels/{channelID}/day/capabilities	reference	deepinview,ipc-value	Video (General)	Get the day mode capability	deepinview:19.2.5.12@p296;ipc-value:8.2.4.12@p131
GET	/ISAPI/Image/channels/{channelID}/dayNightGate	reference	anpr	Video (General)	Get the day/night switch parameters of the specific channel	anpr:12.2.7.2@p176
PUT	/ISAPI/Image/channels/{channelID}/dayNightGate	reference	anpr	Video (General)	Set the day/night mode switching parameters for a specified channel	anpr:12.2.7.1@p175
GET	/ISAPI/Image/channels/{channelID}/defog	reference	anpr	Video (General)	Get the electronic defogging parameters of a specified channel	anpr:12.2.6.1@p167
PUT	/ISAPI/Image/channels/{channelID}/defog	reference	anpr	Video (General)	Set the electronic defogging parameters for a specified channel	anpr:12.2.6.2@p167
GET	/ISAPI/Image/channels/{channelID}/dehaze	reference	anpr,deepinview,ipc-value	Video (General)	Get defog mode parameters of a specific channel	anpr:12.2.6.3@p168;deepinview:19.2.6.1@p313;ipc-value:8.2.5.1@p140
PUT	/ISAPI/Image/channels/{channelID}/dehaze	reference	anpr,deepinview,ipc-value	Video (General)	Set defog mode parameters of a specific channel	anpr:12.2.6.4@p168;deepinview:19.2.6.2@p314;ipc-value:8.2.5.2@p141
PUT	/ISAPI/Image/channels/{channelID}/displayParamSwitch	reference	deepinview	Video (General)	Set the display parameters of a specific channel	deepinview:19.2.4.1@p248
GET	/ISAPI/Image/channels/{channelID}/exposure	reference	anpr,deepinview,ipc-value	Video (General)	Get the exposure mode of a specific channel	anpr:12.2.2.4@p139;deepinview:19.2.2.2@p242;ipc-value:8.2.2.2@p109
PUT	/ISAPI/Image/channels/{channelID}/exposure	reference	anpr,deepinview,ipc-value	Video (General)	Set the exposure mode for a specified channel	anpr:12.2.2.3@p137;deepinview:19.2.2.1@p240;ipc-value:8.2.2.1@p107
GET	/ISAPI/Image/channels/{channelID}/focusConfiguration	reference	deepinview	Video (General)	Get the focus parameters of the specified channel	deepinview:19.2.3.1@p245
PUT	/ISAPI/Image/channels/{channelID}/focusConfiguration	reference	deepinview	Video (General)	Set the focus parameters for a specified channel	deepinview:19.2.3.2@p246
GET	/ISAPI/Image/channels/{channelID}/gain	reference	anpr,deepinview,ipc-value	Video (General)	Get the picture gain parameters of a specific channel	anpr:12.2.6.6@p170;deepinview:19.2.6.10@p318;ipc-value:8.2.5.4@p142
PUT	/ISAPI/Image/channels/{channelID}/gain	reference	anpr,deepinview,ipc-value	Video (General)	Set the picture gain parameters of a specific channel	anpr:12.2.6.5@p169;deepinview:19.2.6.9@p317;ipc-value:8.2.5.3@p141
GET	/ISAPI/Image/channels/{channelID}/gammaCorrection	reference	anpr	Video (General)	Get the gamma correction parameters of a specified channel	anpr:12.2.4.2@p148
PUT	/ISAPI/Image/channels/{channelID}/gammaCorrection	reference	anpr	Video (General)	Set the gamma correction parameters for a specified channel	anpr:12.2.4.1@p148
GET	/ISAPI/Image/channels/{channelID}/grayRange	reference	anpr	Video (General)	Get the grayscale range parameters of a specific channel	anpr:12.2.5.9@p157
PUT	/ISAPI/Image/channels/{channelID}/grayRange	reference	anpr	Video (General)	Set the gray scale range parameters of a specific channel	anpr:12.2.5.7@p156
GET	/ISAPI/Image/channels/{channelID}/grayRange/capabilities	reference	anpr	Video (General)	Get the grayscale range capability of a specific channel	anpr:12.2.5.8@p157
GET	/ISAPI/Image/channels/{channelID}/hdr	reference	anpr	Video (General)	Get the WDR (Wide Dynamic Range) parameters of a specific channel	anpr:12.2.1.2@p133
PUT	/ISAPI/Image/channels/{channelID}/hdr	reference	anpr	Video (General)	Set the WDR (Wide Dynamic Range) parameters of a specific channel	anpr:12.2.1.1@p132
GET	/ISAPI/Image/channels/{channelID}/hdr/capabilities	reference	anpr	Video (General)	Get the WDR (Wide Dynamic Range) capability of a specific channel	anpr:12.2.1.3@p134
GET	/ISAPI/Image/channels/{channelID}/icr	reference	anpr	Video (General)	Get the IR-cut filter parameters for cameras of a specific channel	anpr:12.2.7.4@p180
PUT	/ISAPI/Image/channels/{channelID}/icr	reference	anpr	Video (General)	Set the IR-cut filter parameters for cameras of a specific channel	anpr:12.2.7.3@p178
GET	/ISAPI/Image/channels/{channelID}/icr/capabilities	reference	anpr	Video (General)	Get the IR-cut filter capability for cameras of a specific channel	anpr:12.2.7.5@p182
GET	/ISAPI/Image/channels/{channelID}/imageCap	reference	anpr,deepinview,ipc-value	Video (General)	Get the image capability of a specified channel	anpr:12.2.3.1@p146;deepinview:19.2.3.3@p247;ipc-value:8.2.3.1@p112
GET	/ISAPI/Image/channels/{channelID}/ircutFilter	reference	deepinview	Video (General)	Get day/night auto switch parameters of a specific channel	deepinview:19.2.5.18@p302
PUT	/ISAPI/Image/channels/{channelID}/ircutFilter	reference	deepinview	Video (General)	Set day/night auto switch parameters of a specific channel	deepinview:19.2.5.19@p303
GET	/ISAPI/Image/channels/{channelID}/laserLight	reference	deepinview,ipc-value	Video (General)	Get the laser supplement light parameters of a specified channel	deepinview:19.2.7.4@p331;ipc-value:8.2.6.4@p151
PUT	/ISAPI/Image/channels/{channelID}/laserLight	reference	deepinview,ipc-value	Video (General)	Set the laser supplement light parameters of a specified channel	deepinview:19.2.7.3@p329;ipc-value:8.2.6.3@p149
GET	/ISAPI/Image/channels/{channelID}/lensDistortionCorrection	reference	deepinview	Video (General)	Get the capability of image distortion correction of a specific channel	deepinview:19.2.6.12@p320
PUT	/ISAPI/Image/channels/{channelID}/lensDistortionCorrection	reference	deepinview	Video (General)	Set the image distortion correction parameters for a specified channel	deepinview:19.2.6.11@p319
GET	/ISAPI/Image/channels/{channelID}/lensDistortionCorrection/capabilities	reference	deepinview	Video (General)	Get the capability of image distortion correction of a specific channel	deepinview:19.2.6.13@p321
GET	/ISAPI/Image/channels/{channelID}/lightHal	reference	anpr	Video (General)	Get the halo inhibition parameters of the traffic lights of a specific channel	anpr:12.2.1.4@p135
PUT	/ISAPI/Image/channels/{channelID}/lightHal	reference	anpr	Video (General)	Set the halo inhibition parameters of the traffic lights of a specific channel	anpr:12.2.1.5@p135
GET	/ISAPI/Image/channels/{channelID}/lse	reference	anpr	Video (General)	Get the contrast enhancement parameters of a specific channel	anpr:12.2.5.10@p158
PUT	/ISAPI/Image/channels/{channelID}/lse	reference	anpr	Video (General)	Set the contrast enhancement parameters of a specific channel	anpr:12.2.5.11@p158
GET	/ISAPI/Image/channels/{channelID}/lse/capabilities	reference	anpr	Video (General)	Get the contrast enhancement capability of a specific channel	anpr:12.2.5.12@p159
GET	/ISAPI/Image/channels/{channelID}/mountingScenario	reference	anpr,deepinview	Video (General)	Get the mounting scenario mode of a camera	anpr:12.2.7.8@p185;deepinview:19.2.7.7@p334
PUT	/ISAPI/Image/channels/{channelID}/mountingScenario	reference	anpr,deepinview	Video (General)	Set the mounting scenario mode of a camera	anpr:12.2.7.6@p184;deepinview:19.2.7.5@p332
GET	/ISAPI/Image/channels/{channelID}/mountingScenario/capabilities	reference	anpr,deepinview	Video (General)	Get the capability of configurations of mounting scenario mode	anpr:12.2.7.7@p185;deepinview:19.2.7.6@p333
GET	/ISAPI/Image/channels/{channelID}/multishut	reference	anpr	Video (General)	Get the multi-shutter parameters of a specific channel	anpr:12.2.2.6@p141
PUT	/ISAPI/Image/channels/{channelID}/multishut	reference	anpr	Video (General)	Set the multi-shutter parameters for a specified channel	anpr:12.2.2.5@p141
GET	/ISAPI/Image/channels/{channelID}/noiseReduce	reference	anpr,deepinview,ipc-value	Video (General)	Get the DNR (Digital Noise Reduction) parameters in auto mode of a specific channel	anpr:12.2.6.8@p172;deepinview:19.2.6.15@p323;ipc-value:8.2.5.6@p144
PUT	/ISAPI/Image/channels/{channelID}/noiseReduce	reference	anpr,deepinview,ipc-value	Video (General)	Set the DNR (Digital Noise Reduction) parameters in auto mode of a specific channel	anpr:12.2.6.7@p171;deepinview:19.2.6.14@p322;ipc-value:8.2.5.5@p143
GET	/ISAPI/Image/channels/{channelID}/noiseReduce/day	reference	deepinview,ipc-value	Video (General)	Get the digital noise reduction (DNR) parameters in day mode of a specified channel	deepinview:19.2.6.17@p324;ipc-value:8.2.5.8@p146
PUT	/ISAPI/Image/channels/{channelID}/noiseReduce/day	reference	deepinview,ipc-value	Video (General)	Set the digital noise reduction (DNR) parameters in day mode of a specified channel	deepinview:19.2.6.16@p323;ipc-value:8.2.5.7@p145
GET	/ISAPI/Image/channels/{channelID}/noiseReduce/night	reference	deepinview,ipc-value	Video (General)	Get the digital noise reduction (DNR) parameters in day mode of a specified channel	deepinview:19.2.6.19@p326;ipc-value:8.2.5.10@p147
PUT	/ISAPI/Image/channels/{channelID}/noiseReduce/night	reference	deepinview,ipc-value	Video (General)	Set the digital noise reduction (DNR) parameters in night mode a specified channel	deepinview:19.2.6.18@p325;ipc-value:8.2.5.9@p146
GET	/ISAPI/Image/channels/{channelID}/noiseReduceExt	reference	anpr,deepinview	Video (General)	Get 3D noise reduction parameters of a specific channel	anpr:12.2.6.12@p175;deepinview:19.2.6.21@p327
PUT	/ISAPI/Image/channels/{channelID}/noiseReduceExt	reference	anpr,deepinview	Video (General)	Set the 3D noise reduction parameters of a specific channel	anpr:12.2.6.11@p174;deepinview:19.2.6.20@p326
GET	/ISAPI/Image/channels/{channelID}/plateBright	reference	anpr	Video (General)	Get the license plate brightness compensation parameters of a specific channel	anpr:12.2.5.15@p161
PUT	/ISAPI/Image/channels/{channelID}/plateBright	reference	anpr	Video (General)	Set the license plate brightness compensation parameters of a specific channel	anpr:12.2.5.13@p160
GET	/ISAPI/Image/channels/{channelID}/plateBright/capabilities	reference	anpr	Video (General)	Get the license plate brightness compensation capability of a specific channel	anpr:12.2.5.14@p161
PUT	/ISAPI/Image/channels/{channelID}/regionalExposure	reference	anpr	Video (General)	Set the regional exposure parameters of a specified channel	anpr:12.2.2.7@p142
PUT	/ISAPI/Image/channels/{channelID}/regionalFocus	reference	anpr	Video (General)	Set the regional focus parameters for a specified channel	anpr:12.2.3.2@p146
PUT	/ISAPI/Image/channels/{channelID}/reset	reference	deepinview,ipc-value	Video (General)	Reset the image parameters of a specific channel	deepinview:19.2.5.20@p304;ipc-value:8.2.4.15@p134
PUT	/ISAPI/Image/channels/{channelID}/restore	reference	anpr,deepinview,ipc-value	Video (General)	Restore the image parameters of a specific channel to default settings	anpr:12.2.5.16@p162;deepinview:19.2.5.21@p305;ipc-value:8.2.4.16@p135
GET	/ISAPI/Image/channels/{channelID}/scene	reference	deepinview	Video (General)	Get the scene parameters of a specified channel	deepinview:19.2.5.22@p305
PUT	/ISAPI/Image/channels/{channelID}/scene	reference	deepinview	Video (General)	Set the scene parameters of a specified channel	deepinview:19.2.5.23@p306
GET	/ISAPI/Image/channels/{channelID}/sharpness	reference	anpr,deepinview,ipc-value	Video (General)	Get the sharpness control parameters of a specific channel	anpr:12.2.5.18@p163;deepinview:19.2.5.25@p307;ipc-value:8.2.4.18@p136
PUT	/ISAPI/Image/channels/{channelID}/sharpness	reference	anpr,deepinview,ipc-value	Video (General)	Set the sharpness control parameters of a specific channel	anpr:12.2.5.17@p162;deepinview:19.2.5.24@p306;ipc-value:8.2.4.17@p135
GET	/ISAPI/Image/channels/{channelID}/shutter	reference	anpr,deepinview,ipc-value	Video (General)	Get the exposure time parameters of a specific channel	anpr:12.2.2.9@p144;deepinview:19.2.2.4@p244;ipc-value:8.2.2.4@p111
PUT	/ISAPI/Image/channels/{channelID}/shutter	reference	anpr,deepinview,ipc-value	Video (General)	Set the exposure time parameters of a specific channel	anpr:12.2.2.8@p143;deepinview:19.2.2.3@p244;ipc-value:8.2.2.3@p111
GET	/ISAPI/Image/channels/{channelID}/whiteBalance	reference	anpr,deepinview,ipc-value	Video (General)	Get the white balance parameters of s specified channel	anpr:12.2.11.2@p210;deepinview:19.2.16.4@p419;ipc-value:8.2.13.4@p218
PUT	/ISAPI/Image/channels/{channelID}/whiteBalance	reference	anpr,deepinview,ipc-value	Video (General)	Set the white balance parameters of s specific channel	anpr:12.2.11.1@p209;deepinview:19.2.16.1@p417;ipc-value:8.2.13.1@p216
GET	/ISAPI/Image/channels/{channelID}/whiteBalance/day	reference	deepinview,ipc-value	Video (General)	Get the white balance (in day mode) parameters of a specified channel	deepinview:19.2.16.2@p417;ipc-value:8.2.13.2@p216
PUT	/ISAPI/Image/channels/{channelID}/whiteBalance/day	reference	deepinview,ipc-value	Video (General)	Set the white balance (in day mode) parameters of a specified channel	deepinview:19.2.16.3@p418;ipc-value:8.2.13.3@p217
